video_title,views,likes,comments,release_date_time,link
What happens to your body at the top of Mount Everest - Andrew Lovering,1.4M,"30,204",,2 years ago,https://www.youtube.com/watch?v=daV-tMnZeIw
Why can parrots talk? - Grace Smith-Vidaurre and Tim Wright,1.2M,"40,929",,2 years ago,https://www.youtube.com/watch?v=1EYUhpimyxc
What do dumplings look like around the world?- Miranda Brown,865K,"28,149",,2 years ago,https://www.youtube.com/watch?v=iHqzHrEFFTU
Artemisia Gentileschi: The woman behind the paintings - Allison Leigh,501K,"23,529",,2 years ago,https://www.youtube.com/watch?v=v7Xl6a4J7Wk
"These animals are also plants … wait, what? - Luka Seamus Wright",1.4M,"47,391","1,101",2 years ago,https://www.youtube.com/watch?v=fSaHVHTqDY0
What is the rarest color in nature? - Victoria Hwang,1.1M,"37,900",910,2 years ago,https://www.youtube.com/watch?v=yRwoReHd7XU
Can you outsmart the college admissions fallacy? - Elizabeth Cox,833K,"29,911",929,2 years ago,https://www.youtube.com/watch?v=Id3TCbpWR2M
Ethical dilemma: Would you lie? - Sarah Stroud,1.1M,"30,230",,2 years ago,https://www.youtube.com/watch?v=OI-G23HF6Sw
Can you solve the fortress riddle? - Henri Picciotto,1.2M,"24,074",,2 years ago,https://www.youtube.com/watch?v=s5CLtBaRIwY
Ugly History: The Khmer Rouge murders - Timothy Williams,1.8M,"52,834",,2 years ago,https://www.youtube.com/watch?v=8_TYFfkc_1U
How does heart transplant surgery work? - Roni Shanoada,3.3M,"78,497","1,672",2 years ago,https://www.youtube.com/watch?v=o1z2DfFZBS4
Why are eating disorders so hard to treat? - Anees Bahji,1.6M,"49,758",,2 years ago,https://www.youtube.com/watch?v=3Bax8ijH038
Ugly History: The El Mozote murders - Diana Sierra Becerra,226K,"9,308",499,2 years ago,https://www.youtube.com/watch?v=bObfR_uJ4oQ
Do tax cuts stimulate the economy? - Jonathan Smith,351K,"12,596",,2 years ago,https://www.youtube.com/watch?v=wCLP3djiKvM
The biggest mistakes in mapmaking history - Kayla Wolf,786K,"20,707",,2 years ago,https://www.youtube.com/watch?v=77hLX8jO6e4
The Irish myth of Diarmuid’s betrayal - Iseult Gillespie,714K,"22,270",,2 years ago,https://www.youtube.com/watch?v=fZNUcyAhOGI
How the Suez Canal changed the world - Lucia Carminati,811K,"18,332",,2 years ago,https://www.youtube.com/watch?v=i9p-a8YJO-o
The Chinese myth of the forbidden lovers - Shannon Zhao,994K,"50,999","1,107",2 years ago,https://www.youtube.com/watch?v=s_TGkDcjBqI
Can you solve the private eye riddle? - Henri Picciotto,1.3M,"24,866",850,2 years ago,https://www.youtube.com/watch?v=a6pqpINjdRQ
The dark history of zombies - Christopher M. Moreman,926K,"28,876",684,2 years ago,https://www.youtube.com/watch?v=I7EOTLpDSzs
Why are cockroaches so hard to kill? - Ameya Gondhalekar,3.3M,"71,411","3,735",2 years ago,https://www.youtube.com/watch?v=lkdLg0Nq4SQ
The myth of Hades and Persephone - Iseult Gillespie,2.9M,"73,579",,2 years ago,https://www.youtube.com/watch?v=zLAYGZeVTPQ
Ethical dilemma: Who should you believe? - Alex Worsnip,862K,"30,366",,2 years ago,https://www.youtube.com/watch?v=FB921D40ibw
Watch this if you're scared of snakes - Andrew Whitworth,1.3M,"45,033",,2 years ago,https://www.youtube.com/watch?v=s_Cs1nbbv_M
History vs. Tamerlane the Conqueror - Stephanie Honchell Smith,850K,"26,983",,2 years ago,https://www.youtube.com/watch?v=0yL102ubTiw
Are the Northern Lights dangerous? - Fabio Pacucci,492K,"14,274",444,2 years ago,https://www.youtube.com/watch?v=8PCHd5banhE
A riddle of ice and fire dragons - Henri Picciotto,1.2M,"26,524",,2 years ago,https://www.youtube.com/watch?v=jMA7pWIFmIg
The Chinese legend of the butterfly lovers - Lijun Zhang,1.7M,"86,437",860,2 years ago,https://www.youtube.com/watch?v=6MiOTB-Kpzw
How do you know you’re not dreaming? - Daniel Gregory,519K,"18,815","1,126",2 years ago,https://www.youtube.com/watch?v=pq9ECmry8bc
4 signs of emotional abuse - Viann Nguyen-Feng,734K,"30,457",,2 years ago,https://www.youtube.com/watch?v=x2Q_kYyCH9Q
How pigeons took over the world - Elizabeth Carlen and Joanna Moles,625K,"23,978",,2 years ago,https://www.youtube.com/watch?v=z3QPYXNPaaE
The movement that inspired the Holocaust - Alexandra Minna Stern and Natalie Lira,1.3M,"50,057","3,369",2 years ago,https://www.youtube.com/watch?v=6zCpRVP1DgQ
The myth of the moon goddess - Cynthia Fay Davis,1.8M,"67,194",,2 years ago,https://www.youtube.com/watch?v=aQibQlpNIfw
The ingredient in almost everything you eat - Francesca Bot,577K,"17,323",,2 years ago,https://www.youtube.com/watch?v=6uy0GCw397I
Why are US cities still so segregated? - Kevin Ehrman-Solberg and Kirsten Delegard,432K,"16,254",,2 years ago,https://www.youtube.com/watch?v=4ngelr9h2jM
Can you solve the Big Bang riddle? - James Tanton,1.1M,"22,851",,2 years ago,https://www.youtube.com/watch?v=SEDabz-hyKo
Building the impossible: Golden Gate Bridge - Alex Gendler,759K,"18,641",305,2 years ago,https://www.youtube.com/watch?v=EPd2w5d_qAk
The dark history of the overthrow of Hawaii - Sydney Iaukea,951K,"29,400",,2 years ago,https://www.youtube.com/watch?v=C2bjjwv4134
The myth of Narcissus and Echo - Iseult Gillespie,1.4M,"41,651",,2 years ago,https://www.youtube.com/watch?v=c5N8hRyHYB0
Why doesn't everyone have a jetpack? - Richard Browning,287K,"9,659",,2 years ago,https://www.youtube.com/watch?v=lmP0l5udNCE
What is “normal” and what is “different”? - Yana Buhrer Tavanier,836K,"35,070",,2 years ago,https://www.youtube.com/watch?v=Zz0Xcneakeg
The myth of Gawain and the Green Knight - Dan Kwartler,1.3M,"37,784",,2 years ago,https://www.youtube.com/watch?v=SaQImmPev2o
Can you outsmart the fallacy that divided a nation? - Elizabeth Cox,723K,"29,433","1,591",2 years ago,https://www.youtube.com/watch?v=lmf6bWl-Hco
"The myth of Anansi, the trickster spider - Emily Zobel Marshall",780K,"20,107",,2 years ago,https://www.youtube.com/watch?v=6nWba9Ii5Lo
Which animal has the best eyesight? - Thomas W. Cronin,899K,"27,939",,2 years ago,https://www.youtube.com/watch?v=QjVqIW281Qo
Can you solve the birthday cake riddle? - Marie Brodsky,1.6M,"29,036",,2 years ago,https://www.youtube.com/watch?v=F5sZQ4Xutgk
The tragic myth of the Sun God's son - Iseult Gillespie,2M,"48,981",,2 years ago,https://www.youtube.com/watch?v=zAxfrI8zHU4
Why do cats have vertical pupils? - Emma Bryce,3.1M,"108,488",,2 years ago,https://www.youtube.com/watch?v=jdrNjHPYKz4
Why is it so hard to escape poverty? - Ann-Helén Bay,4.7M,"159,946",,2 years ago,https://www.youtube.com/watch?v=D9N7QaIOkG8
The myth of Loki’s monstrous children - Iseult Gillespie,2.1M,"52,466",,2 years ago,https://www.youtube.com/watch?v=cg_NLOQxFuo
Why is the Mona Lisa so famous? - Noah Charney,2.1M,"48,987",,2 years ago,https://www.youtube.com/watch?v=yRK_uCMwZPY
"Blood, concrete, and dynamite: Building the Hoover Dam - Alex Gendler",963K,"20,658",,2 years ago,https://www.youtube.com/watch?v=TlyIDlFNVOY
You can only save one— who do you choose? - Doug MacKay,2.2M,"66,679",,2 years ago,https://www.youtube.com/watch?v=A1x7FqXRy9c
The dark history of Mount Rushmore - Ned Blackhawk and Jeffrey D. Means,770K,"25,231",,2 years ago,https://www.youtube.com/watch?v=hX4IvoP1HTk
Would you raise the bird that murdered your children? - Steve Rothstein,2.2M,"70,819",,2 years ago,https://www.youtube.com/watch?v=RAPPT7gcl5s
How one of the most profitable companies in history rose to power - Adam Clulow,857K,"25,904",,2 years ago,https://www.youtube.com/watch?v=OxeTFB84e2k
"Yes, scientists are actually building an elevator to space - Fabio Pacucci",797K,"23,531",,2 years ago,https://www.youtube.com/watch?v=HQhmsDkZhQA
Can stereotypes ever be good? - Sheila Marie Orfano and Densho,596K,"21,112",,2 years ago,https://www.youtube.com/watch?v=aFXmyNUaXFo
Why do your jeans wear out so quickly? - Madhavi Venkatesan,348K,"11,367",,2 years ago,https://www.youtube.com/watch?v=qmGjkXIqI08
The wild sex lives of marine creatures - Luka Seamus Wright,673K,"25,138",,2 years ago,https://www.youtube.com/watch?v=BJpPkOZKROc
Can you solve the human cannonball riddle? - Alex Rosenthal,881K,"15,442",,2 years ago,https://www.youtube.com/watch?v=o4MpBV4F3qs
Nature's fortress: How cacti keep water in and predators out - Lucas C. Majure,598K,"16,197",,2 years ago,https://www.youtube.com/watch?v=g9Szzb2YBXY
How to write comedy - Jodie Houlston-Lau,399K,"12,742",,2 years ago,https://www.youtube.com/watch?v=K6r2ikSjnUo
The twins who tricked the Maya gods of death - Ilan Stavans,1.8M,"43,738",,2 years ago,https://www.youtube.com/watch?v=s-kDttqywJ4
The sleep disorder you might not know you have - Alayna Vaughan,440K,"12,926",,2 years ago,https://www.youtube.com/watch?v=m49d9FT9IgE
Just add water: The garden insect that can turn into a plague - Jeffrey A. Lockwood,550K,"14,877",695,2 years ago,https://www.youtube.com/watch?v=6iAfUomyCjo
"How to get better at video games, according to babies - Brian Christian",546K,"17,001",556,2 years ago,https://www.youtube.com/watch?v=PP8Zc778B8s
The Norse myth that inspired “The Lord of the Rings” - Iseult Gillespie,2.5M,"70,276",,2 years ago,https://www.youtube.com/watch?v=ByCTeTI3SDg
The surprisingly long history of electric cars - Daniel Sperling and Gil Tal,514K,"14,489",,2 years ago,https://www.youtube.com/watch?v=-EG6rqA2vvA
Why are scientists obsessed with the Black Sea? - Helen Farr and Jon Adams,447K,"13,054",273,2 years ago,https://www.youtube.com/watch?v=mHMfzDq1F08
Can you solve the computer virus riddle? - James Tanton,1.1M,"21,843",,2 years ago,https://www.youtube.com/watch?v=i0WH4SFpeB8
Why don’t we cover the desert with solar panels? - Dan Kwartler,4.8M,"116,210","2,916",2 years ago,https://www.youtube.com/watch?v=WcLlpWmEpQ8
"Zora Neale Hurston's ""Their Eyes Were Watching God"" - Tanya Boucicaut",330K,"11,082",,2 years ago,https://www.youtube.com/watch?v=SPWpUwUGNk0
Where will you be able to live in 20 years? - Carol Farbotko and Ingrid Boas,536K,"16,228",,2 years ago,https://www.youtube.com/watch?v=M3XZBYVSnJ0
What happened to the lost Kingdom of Kush? - Geoff Emberling,969K,"27,424",,2 years ago,https://www.youtube.com/watch?v=ylS_Uff2oMM
The genes you don't get from your parents (but can't live without) - Devin Shuman,2M,"57,188",,2 years ago,https://www.youtube.com/watch?v=0obYR-nf45I
The surprising origins of the word “lesbian” - Diane J. Rayor,745K,"49,031",820,2 years ago,https://www.youtube.com/watch?v=EFcftfqpxK4
How a concubine became the ruler of Egypt - Abdallah Ewis,1.1M,"37,690",,2 years ago,https://www.youtube.com/watch?v=hkxnfnWtI2c
Can you solve the rogue submarine riddle? - Alex Rosenthal,1.4M,"24,869",,2 years ago,https://www.youtube.com/watch?v=iNgJCYPdmdQ
The secrets of the world’s most famous symphony - Hanako Sawada,1.7M,"82,449",,2 years ago,https://www.youtube.com/watch?v=7n0tNSFJQ34
You could have a secret twin (but not the way you think) - Kayla Mandel Sheets,2.7M,"95,278",,2 years ago,https://www.youtube.com/watch?v=TbcEXnNrvIA
"Earth's mysterious red glow, explained - Zoe Pierrat",609K,"24,229",585,2 years ago,https://www.youtube.com/watch?v=3jpy8UZUEOw
What makes a language... a language? - Martin Hilpert,764K,"26,224","1,067",2 years ago,https://www.youtube.com/watch?v=_Z_FOtfKyfo
The rise and fall of the Lakota Empire - Pekka Hämäläinen,582K,"22,762",,2 years ago,https://www.youtube.com/watch?v=C-fQo8zmiPQ
"What is MSG, and is it actually bad for you? - Sarah E. Tracy",3.8M,"99,541",,2 years ago,https://www.youtube.com/watch?v=EKgEj5asL3o
The infamous overpopulation bet: Simon vs. Ehrlich - Soraya Field Fiorio,572K,"20,447",,2 years ago,https://www.youtube.com/watch?v=xw2mn40BVo0
Is this the most successful animal ever? - Nigel Hughes,502K,"14,945",,2 years ago,https://www.youtube.com/watch?v=sOBshvAknpQ
How we can detect pretty much anything - Hélène Morlon and Anna Papadopoulou,321K,"10,388",,2 years ago,https://www.youtube.com/watch?v=bdwU_ZPk1cY
Can you outsmart the slippery slope fallacy? - Elizabeth Cox,973K,"36,590",,2 years ago,https://www.youtube.com/watch?v=Qt4f7QrfRRc
How the COVID-19 vaccines were created so quickly - Kaitlyn Sadtler and Elizabeth Wayne,1.1M,"40,647",,2 years ago,https://www.youtube.com/watch?v=v-NEr3KCug8
The secret society of the Great Dismal Swamp - Dan Sayers,296K,"10,159",,2 years ago,https://www.youtube.com/watch?v=_Gt9Mc9jnOE
Can you solve the giant spider riddle? - Dan Finkel,3M,"76,515",,2 years ago,https://www.youtube.com/watch?v=0l5ftgEQUjM
"The method that can ""prove"" almost anything - James A. Smith",825K,"29,408","1,030",2 years ago,https://www.youtube.com/watch?v=i60wwZDA1CI
"What causes seizures, and how can we treat them? - Christopher E. Gaw",565K,"16,431",,2 years ago,https://www.youtube.com/watch?v=LcO9YU-Pdws
Iceland's secret power - Jean-Baptiste P. Koehl,476K,"17,364",,2 years ago,https://www.youtube.com/watch?v=5Hb_ONJUA9I
A year in the life of one of Earth's weirdest animals - Gilad Bino,1.2M,"24,766",,2 years ago,https://www.youtube.com/watch?v=j43wzuciAkk
The rise and fall of the Kingdom of Man - Andrew McDonald,1.1M,"34,730",865,2 years ago,https://www.youtube.com/watch?v=IFhns9MOUt8
The paradox at the heart of mathematics: Gödel's Incompleteness Theorem - Marcus du Sautoy,3.7M,"118,612",,2 years ago,https://www.youtube.com/watch?v=I4pQbo5MQOs
Why can’t governments print an unlimited amount of money? - Jonathan Smith,944K,"28,430",,3 years ago,https://www.youtube.com/watch?v=GFTKKyYSCKs
The most notorious scientific feud in history - Lukas Rieppel,1.1M,"34,043",,3 years ago,https://www.youtube.com/watch?v=uOuwOc5l1AA
History's deadliest king - by Georges Nzongola-Ntalaja,1.5M,"43,832",,3 years ago,https://www.youtube.com/watch?v=MU4vua2kNQY
Could we build a wooden skyscraper? - Stefan Al,1.3M,"43,145","1,927",3 years ago,https://www.youtube.com/watch?v=E_vPKqVg1eA
The dark history of the Chinese Exclusion Act - Robert Chang,1M,"31,949","2,418",3 years ago,https://www.youtube.com/watch?v=2K88pWCimZg
What you can do with an extra jaw - Darien Satterfield,341K,"11,441",406,3 years ago,https://www.youtube.com/watch?v=7UOt5KzKjV4
"How one person saved over 2,000 children from the Nazis - Iseult Gillespie",1.9M,"77,018","1,866",3 years ago,https://www.youtube.com/watch?v=LxZkdQfgot8
Can you cheat death by solving this riddle? - Shravan S K,5.3M,"133,727",,3 years ago,https://www.youtube.com/watch?v=N3JL3z4e2Qs
Axolotls: The salamanders that snack on each other (but don't die) - Luis Zambrano,3.9M,"101,333",,3 years ago,https://www.youtube.com/watch?v=uooR4293p_4
Why was India split into two countries? - Haimanti Roy,3.5M,"129,426",,3 years ago,https://www.youtube.com/watch?v=DrcCTgwbsjc
"What few people know about the program that ""saved"" America - Meg Jacobs",499K,"15,096",,3 years ago,https://www.youtube.com/watch?v=VWvA26V4wk0
A brief history of toilets - Francis de los Reyes,5.1M,"59,115",,3 years ago,https://www.youtube.com/watch?v=0dYk99S98Jc
The sharks that hunt in forests - Luka Seamus Wright,783K,"25,809",647,3 years ago,https://www.youtube.com/watch?v=2YuFNymq_M0
How do you know what's true? - Sheila Marie Orfano,1.2M,"54,354","1,694",3 years ago,https://www.youtube.com/watch?v=xg5y6Ao7VE4
Ugly History: The U.S. Syphilis Experiment - Susan M. Reverby,586K,"21,488",,3 years ago,https://www.youtube.com/watch?v=ZV7RzS8QRXE
A day in the life of the oracle of Delphi - Mark Robinson,1.1M,"36,251",,3 years ago,https://www.youtube.com/watch?v=Wvdy0UQNO9E
Why do we have hair in such random places? - Nina G. Jablonski,5.2M,"129,585",,3 years ago,https://www.youtube.com/watch?v=wd18yfQqa8A
"The epic of Gilgamesh, the king who tried to conquer death - Soraya Field Fiorio",3.8M,"108,590",,3 years ago,https://www.youtube.com/watch?v=BV9t3Cp18Rc
Can you solve the Trojan War riddle? - Dennis E. Shasha,2.5M,"52,319",,3 years ago,https://www.youtube.com/watch?v=MJ5CRZFSlAU
Could you survive the real Twilight Zone? - Philip Renaud and Kenneth Kostel,591K,"18,268",,3 years ago,https://www.youtube.com/watch?v=-yJ3RySf9U4
The woman who stared at the sun - Alex Gendler,2.2M,"96,158","2,171",3 years ago,https://www.youtube.com/watch?v=LxM9PhcY_90
"Run, sail, or hide? How to survive the destruction of Pompeii - Gary Devore",2.4M,"57,432",,3 years ago,https://www.youtube.com/watch?v=9klE-iUxX0c
Can you be awake and asleep at the same time? - Masako Tamaki,1.6M,"39,575",,3 years ago,https://www.youtube.com/watch?v=9-Ds0gA7pMs
What happens to your brain during a migraine - Marianne Schwarz,3.6M,"92,748",,3 years ago,https://www.youtube.com/watch?v=qwZypa0iKq8
Should you donate your DNA to help cure diseases? - Greg Foot,171K,"7,607",,3 years ago,https://www.youtube.com/watch?v=j836dsMHAkY
What really happened during the Attica Prison Rebellion - Orisanmi Burton,261K,"11,187",,3 years ago,https://www.youtube.com/watch?v=SEczpdxl6e4
What’s in the air you breathe? - Amy Hrdina and Jesse Kroll,357K,"13,697",,3 years ago,https://www.youtube.com/watch?v=xEodej_M7TI
How one design flaw almost toppled a skyscraper - Alex Gendler,862K,"24,954",,3 years ago,https://www.youtube.com/watch?v=x0tcRqf7ciY
How to get a word added to the dictionary - Ilan Stavans,426K,"13,953",,3 years ago,https://www.youtube.com/watch?v=PJJ_pRqvtCs
"Meet the bluefin tuna, the toughest fish in the sea - Grantly Galland and Raiana McKinney",1.8M,"38,236",,3 years ago,https://www.youtube.com/watch?v=WA_jIj_w12U
